rank,action_label,action,expected_positive_clv_prob,threshold,edge_vs_threshold,prior_positive_clv_prob,matched_feature_groups,matched_training_rows,league,game,event_date_et,event_time_et,event_datetime_et,event_status,minutes_to_event,event_age_minutes,started,market,market_family,pick,entry_odds,entry_odds_source,source_count,opposing_count,has_lock,handicappers,primary_capper,consensus_score,suggested_units,model_score_band,source_count_bucket,suggested_units_bucket,support_status,diagnostic_reason,data_quality_flags,notes,row_key
1,clv_shadow_watch,Shadow watch: candidate only if current price still beats or matches listed entry.,0.3662,0.36,0.0062,0.3126,4,177,Soccer,USA vs Belgium,2026-07-08,TBD,,,,,No,BTTS,total,Both teams to score and over 2.5 goals,-117,explicit_american,1,0,No,Fredo,Fredo,6.4,0.5,score_6_to_6_99,sources_1,units_under_1,strong_support,CLV gate cleared; live price check required,ok,World Cup; Odds: -117; Unresolved event time - verify matchup/start,Soccer|USA vs Belgium|BTTS|Both teams to score and over 2.5 goals|TBD|Fredo
2,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3533,0.36,-0.0067,0.3126,6,663,MLB,Houston Astros vs Washington Nationals,2026-07-08,TBD,,,,,No,Total,total,Over 8.5,-115,explicit_american,1,0,No,Caruso,Caruso,4.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Odds: -115; Unresolved event time - verify matchup/start,MLB|Houston Astros vs Washington Nationals|Total|Over 8.5|TBD|Caruso
3,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3421,0.36,-0.0179,0.3126,6,732,MLB,Astros vs Nationals,2026-07-08,TBD,,,,,No,Total,total,Over 10,-105,explicit_american,1,0,No,McBets,McBets,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Odds: -105; Unresolved event time - verify matchup/start,MLB|Astros vs Nationals|Total|Over 10|TBD|McBets
4,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.342,0.36,-0.018,0.3126,7,735,MLB,Astros vs Nationals,2026-07-08,TBD,,,,,No,Total,total,Over 9.5,,missing,1,0,No,TheGamblingGawd,TheGamblingGawd,4.7,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,missing_entry_odds,Unresolved event time - verify matchup/start,MLB|Astros vs Nationals|Total|Over 9.5|TBD|TheGamblingGawd
5,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,5,454,NBA,Kobe Sanders,2026-07-08,TBD,,,,,No,Prop,prop,Kobe Sanders Over 18.5 PRA,,missing,1,0,No,Matthewp07,Matthewp07,4.3,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,missing_entry_odds,NBA Summer League; Unresolved event time - verify matchup/start,NBA|Kobe Sanders|Prop|Kobe Sanders Over 18.5 PRA|TBD|Matthewp07
6,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,5,454,NBA,Chaz Lanier,2026-07-08,TBD,,,,,No,Prop,prop,Chaz Lanier Over 13.5 Points,,missing,1,0,No,Matthewp07,Matthewp07,4.3,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,missing_entry_odds,NBA Summer League; Unresolved event time - verify matchup/start,NBA|Chaz Lanier|Prop|Chaz Lanier Over 13.5 Points|TBD|Matthewp07
7,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,5,454,NBA,Maxime Raynaud,2026-07-08,TBD,,,,,No,Prop,prop,Maxime Raynaud Over 21.5 PRA,,missing,1,0,No,Matthewp07,Matthewp07,4.3,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,missing_entry_odds,NBA Summer League; Unresolved event time - verify matchup/start,NBA|Maxime Raynaud|Prop|Maxime Raynaud Over 21.5 PRA|TBD|Matthewp07
8,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Nicolai Hojgaard,2026-07-08,TBD,,,,,No,Prop,prop,Nicolai Hojgaard to Win,4900,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Scottish Open; Odds: +4900; Unresolved event time - verify matchup/start,Golf|Nicolai Hojgaard|Prop|Nicolai Hojgaard to Win|TBD|ParlaySafari
9,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Robert MacIntyre,2026-07-08,TBD,,,,,No,Prop,prop,Robert MacIntyre to Win,3800,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Scottish Open; Odds: +3800; Unresolved event time - verify matchup/start,Golf|Robert MacIntyre|Prop|Robert MacIntyre to Win|TBD|ParlaySafari
10,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Harry Higgs,2026-07-08,TBD,,,,,No,Prop,prop,Harry Higgs to Win,9200,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Isco Championship; Odds: +9200; Unresolved event time - verify matchup/start,Golf|Harry Higgs|Prop|Harry Higgs to Win|TBD|ParlaySafari
11,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Lee Hodges,2026-07-08,TBD,,,,,No,Prop,prop,Lee Hodges to Win,4600,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Isco Championship; Odds: +4600; Unresolved event time - verify matchup/start,Golf|Lee Hodges|Prop|Lee Hodges to Win|TBD|ParlaySafari
12,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Viktor Hovland,2026-07-08,TBD,,,,,No,Prop,prop,Viktor Hovland to Win,3900,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Scottish Open; Odds: +3900; Unresolved event time - verify matchup/start,Golf|Viktor Hovland|Prop|Viktor Hovland to Win|TBD|ParlaySafari
13,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Lucas Glover,2026-07-08,TBD,,,,,No,Prop,prop,Lucas Glover to Win,5000,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Isco Championship; Odds: +5000; Unresolved event time - verify matchup/start,Golf|Lucas Glover|Prop|Lucas Glover to Win|TBD|ParlaySafari
14,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Xander Schauffele,2026-07-08,TBD,,,,,No,Prop,prop,Xander Schauffele to Win,2000,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Scottish Open; Odds: +2000; Unresolved event time - verify matchup/start,Golf|Xander Schauffele|Prop|Xander Schauffele to Win|TBD|ParlaySafari
15,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Max Homa,2026-07-08,TBD,,,,,No,Prop,prop,Max Homa to Win,1900,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Isco Championship; Odds: +1900; Unresolved event time - verify matchup/start,Golf|Max Homa|Prop|Max Homa to Win|TBD|ParlaySafari
16,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3418,0.36,-0.0182,0.3126,4,453,Golf,Aaron Rai,2026-07-08,TBD,,,,,No,Prop,prop,Aaron Rai to Win,8200,explicit_american,1,0,No,ParlaySafari,ParlaySafari,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Scottish Open; Odds: +8200; Unresolved event time - verify matchup/start,Golf|Aaron Rai|Prop|Aaron Rai to Win|TBD|ParlaySafari
17,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.329,0.36,-0.031,0.3126,5,563,Tennis,Tempo,2026-07-08,TBD,,,,,No,Total,total,Over 165.5,-110,explicit_american,1,0,No,LAB,LAB,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Odds: -110; Unresolved event time - verify matchup/start,Tennis|Tempo|Total|Over 165.5|TBD|LAB
18,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3277,0.36,-0.0323,0.3126,4,522,Golf,Alex Fitzpatrick,2026-07-08,TBD,,,,,No,Prop,prop,Alex Fitzpatrick Top 20 Finish,220,explicit_american,1,0,No,HammeringHank,HammeringHank,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +220; Unresolved event time - verify matchup/start,Golf|Alex Fitzpatrick|Prop|Alex Fitzpatrick Top 20 Finish|TBD|HammeringHank
19,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3277,0.36,-0.0323,0.3126,4,522,Golf,Chris Gotterup,2026-07-08,TBD,,,,,No,Prop,prop,Chris Gotterup Top 20 Finish,140,explicit_american,1,0,No,HammeringHank,HammeringHank,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +140; Unresolved event time - verify matchup/start,Golf|Chris Gotterup|Prop|Chris Gotterup Top 20 Finish|TBD|HammeringHank
20,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3277,0.36,-0.0323,0.3126,4,522,Soccer,France vs Morocco,2026-07-08,TBD,,,,,No,Prop,prop,Kylian Mbappe To Score Or Assist,-188,explicit_american,1,0,Yes,CashItBaby,CashItBaby,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,World Cup; Odds: -188; Unresolved event time - verify matchup/start,Soccer|France vs Morocco|Prop|Kylian Mbappe To Score Or Assist|TBD|CashItBaby
21,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3277,0.36,-0.0323,0.3126,4,522,Golf,Justin Thomas,2026-07-08,TBD,,,,,No,Prop,prop,Justin Thomas Top 20 Finish,190,explicit_american,1,0,No,HammeringHank,HammeringHank,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +190; Unresolved event time - verify matchup/start,Golf|Justin Thomas|Prop|Justin Thomas Top 20 Finish|TBD|HammeringHank
22,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3277,0.36,-0.0323,0.3126,4,522,Golf,K. Kitayama vs. Larrazabal / Neergaard-Peterson (Round 1 3-Ball),2026-07-08,TBD,,,,,No,Prop,prop,K. Kitayama -110 over Larrazabal/Neergaard-Peterson (Round 1 3-Ball),-110,explicit_american,1,0,No,HammeringHank,HammeringHank,1.0,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: -110; Unresolved event time - verify matchup/start,Golf|K. Kitayama vs. Larrazabal / Neergaard-Peterson (Round 1 3-Ball)|Prop|K. Kitayama -110 over Larrazabal/Neergaard-Peterson (Round 1 3-Ball)|TBD|HammeringHank
23,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3277,0.36,-0.0323,0.3126,4,522,Golf,Chris Gotterup vs. Clark (Tournament Matchup 72 Holes),2026-07-08,TBD,,,,,No,Prop,prop,Chris Gotterup -120 over Clark (72 Holes),-120,explicit_american,1,0,No,HammeringHank,HammeringHank,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: -120; Unresolved event time - verify matchup/start,Golf|Chris Gotterup vs. Clark (Tournament Matchup 72 Holes)|Prop|Chris Gotterup -120 over Clark (72 Holes)|TBD|HammeringHank
24,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3167,0.36,-0.0433,0.3126,2,333,Golf,Nicolai Hojgaard,2026-07-08,TBD,,,,,No,Futures,futures,Nicolai Hojgaard Outright Winner,4900,explicit_american,1,0,No,HammeringHank,HammeringHank,4.8,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +4900; Unresolved event time - verify matchup/start,Golf|Nicolai Hojgaard|Futures|Nicolai Hojgaard Outright Winner|TBD|HammeringHank
25,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3167,0.36,-0.0433,0.3126,2,333,Golf,Chris Gotterup,2026-07-08,TBD,,,,,No,Futures,futures,Chris Gotterup Outright Winner,2900,explicit_american,1,0,No,HammeringHank,HammeringHank,4.8,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +2900; Unresolved event time - verify matchup/start,Golf|Chris Gotterup|Futures|Chris Gotterup Outright Winner|TBD|HammeringHank
26,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3167,0.36,-0.0433,0.3126,2,333,Golf,Justin Thomas,2026-07-08,TBD,,,,,No,Futures,futures,Justin Thomas Outright Winner,4500,explicit_american,1,0,No,HammeringHank,HammeringHank,4.8,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +4500; Unresolved event time - verify matchup/start,Golf|Justin Thomas|Futures|Justin Thomas Outright Winner|TBD|HammeringHank
27,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3167,0.36,-0.0433,0.3126,2,333,Golf,Kristoffer Reitan,2026-07-08,TBD,,,,,No,Futures,futures,Kristoffer Reitan Outright Winner,6000,explicit_american,1,0,No,HammeringHank,HammeringHank,4.8,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +6000; Unresolved event time - verify matchup/start,Golf|Kristoffer Reitan|Futures|Kristoffer Reitan Outright Winner|TBD|HammeringHank
28,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3167,0.36,-0.0433,0.3126,2,333,Golf,Alex Fitzpatrick,2026-07-08,TBD,,,,,No,Futures,futures,Alex Fitzpatrick Outright Winner,5500,explicit_american,1,0,No,HammeringHank,HammeringHank,4.8,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Genesis Scottish Open; Odds: +5500; Unresolved event time - verify matchup/start,Golf|Alex Fitzpatrick|Futures|Alex Fitzpatrick Outright Winner|TBD|HammeringHank
29,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3156,0.36,-0.0444,0.3126,6,173,MLB,Astros vs Nationals,2026-07-08,TBD,,,,,No,1st Inning,partial_game,Astros/Nationals NRFI,-102,explicit_american,2,0,Yes,"DommyLocked, JB",DommyLocked,5.9,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Odds: -102; Unresolved event time - verify matchup/start,"MLB|Astros vs Nationals|1st Inning|Astros/Nationals NRFI|TBD|DommyLocked, JB"
30,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3082,0.36,-0.0518,0.3126,6,398,MLB,Nationals F5 -0.5,2026-07-08,TBD,,,,,No,F5,partial_game,Nationals F5 -0.5,-110,explicit_american,1,0,No,TheGuru,TheGuru,4.4,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Odds: -110; Unresolved event time - verify matchup/start,MLB|Nationals F5 -0.5|F5|Nationals F5 -0.5|TBD|TheGuru
31,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.3027,0.36,-0.0573,0.3126,2,402,Soccer,France vs Morocco,2026-07-08,TBD,,,,,No,BTTS,btts,Both Teams To Score - Yes,-106,explicit_american,1,0,Yes,CashItBaby,CashItBaby,1.0,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,World Cup; Odds: -106; Unresolved event time - verify matchup/start,Soccer|France vs Morocco|BTTS|Both Teams To Score - Yes|TBD|CashItBaby
32,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.302,0.36,-0.058,0.3126,4,170,Champions League,Petrocub vs Egnatia,2026-07-08,TBD,,,,,No,ML,moneyline,Egnatia Double Chance (X2),-140,explicit_american,1,0,No,LSB,LSB,6.0,0.5,score_6_to_6_99,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Champions League Qualification; Odds: -140; Unresolved event time - verify matchup/start,Champions League|Petrocub vs Egnatia|ML|Egnatia Double Chance (X2)|TBD|LSB
33,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.2996,0.36,-0.0604,0.3126,4,436,Conference League,Zira vs Torpedo Kutaisi,2026-07-08,TBD,,,,,No,Spread,spread,Zira -1 Handicap,115,explicit_american,1,0,No,LSB,LSB,5.9,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,UEFA Europa Conference League; Odds: +115; Unresolved event time - verify matchup/start,Conference League|Zira vs Torpedo Kutaisi|Spread|Zira -1 Handicap|TBD|LSB
34,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.2996,0.36,-0.0604,0.3126,4,436,Tennis,Kozlov,2026-07-08,TBD,,,,,No,Spread,spread,Kozlov +5,-130,explicit_american,1,0,No,OutofLineBets,OutofLineBets,2.1,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Odds: -130; Unresolved event time - verify matchup/start,Tennis|Kozlov|Spread|Kozlov +5|TBD|OutofLineBets
35,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.2978,0.36,-0.0622,0.3126,2,171,Soccer,Vitebak vs UNIV Craiova,2026-07-08,TBD,,,,,No,BTTS,btts,Both Teams To Score (BTTS),105,explicit_american,1,0,No,LearLocks,LearLocks,6.4,1.5,score_6_to_6_99,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Champions Qualifiers; Odds: +105; Unresolved event time - verify matchup/start,Soccer|Vitebak vs UNIV Craiova|BTTS|Both Teams To Score (BTTS)|TBD|LearLocks
36,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.2957,0.36,-0.0643,0.3126,5,493,Champions League,Universitatea Craiova,2026-07-08,TBD,,,,,No,ML,moneyline,Universitatea Craiova ML,-145,explicit_american,1,0,No,DirtyBubbleBets,DirtyBubbleBets,1.8,0.5,score_under_6,sources_1,units_under_1,strong_support,below CLV watch threshold,ok,Champions League Qualifier; Odds: -145; Unresolved event time - verify matchup/start,Champions League|Universitatea Craiova|ML|Universitatea Craiova ML|TBD|DirtyBubbleBets
37,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.2906,0.36,-0.0694,0.3126,5,506,Soccer,France vs Morocco,2026-07-08,TBD,,,,,No,Spread,spread,France -1,100,explicit_american,1,0,Yes,CashItBaby,CashItBaby,3.9,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,World Cup; Odds: +100; Unresolved event time - verify matchup/start,Soccer|France vs Morocco|Spread|France -1|TBD|CashItBaby
38,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.2906,0.36,-0.0694,0.3126,4,505,Tennis,Mark Lajai,2026-07-08,TBD,,,,,No,Spread,spread,Mark Lajai +2.5,-110,explicit_american,1,0,No,OutofLineBets,OutofLineBets,2.1,1.0,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,Challenger Newport; Odds: -110; Unresolved event time - verify matchup/start,Tennis|Mark Lajai|Spread|Mark Lajai +2.5|TBD|OutofLineBets
39,pass_or_monitor,Monitor only; CLV thesis does not elevate it.,0.2882,0.36,-0.0718,0.3126,5,564,Tennis,Adam Walton,2026-07-08,TBD,,,,,No,ML,moneyline,Adam Walton ML,-120,explicit_american,1,0,No,LearLocks,LearLocks,5.9,1.5,score_under_6,sources_1,units_1_to_1_99,strong_support,below CLV watch threshold,ok,ATP; Odds: -120; Unresolved event time - verify matchup/start,Tennis|Adam Walton|ML|Adam Walton ML|TBD|LearLocks
40,stale_started,Started or event time has passed; do not enter from this table.,0.397,0.36,0.037,0.3126,3,122,MLB,Houston Astros @ Washington Nationals,2026-07-08,18:45,,,,,Yes,Prop,prop,Spencer Arrighetti Over 3.5 Strikeouts,-417,explicit_decimal,1,0,Yes,FFMI,FFMI,8.5,3.0,score_8_to_8_99,sources_1,units_3_plus,strong_support,event started/stale,event_started,Odds: 1.24x,MLB|Houston Astros @ Washington Nationals|Prop|Spencer Arrighetti Over 3.5 Strikeouts|18:45|FFMI
41,stale_started,Started or event time has passed; do not enter from this table.,0.397,0.36,0.037,0.3126,3,122,MLB,Seattle Mariners @ Miami Marlins,2026-07-08,18:40,,,,,Yes,Prop,prop,George Kirby Over 15.5 Outs,-500,explicit_decimal,1,0,Yes,FFMI,FFMI,8.5,3.0,score_8_to_8_99,sources_1,units_3_plus,strong_support,event started/stale,event_started,Odds: 1.20x,MLB|Seattle Mariners @ Miami Marlins|Prop|George Kirby Over 15.5 Outs|18:40|FFMI
42,stale_started,Started or event time has passed; do not enter from this table.,0.3873,0.36,0.0273,0.3126,7,339,MLB,New York Yankees @ Tampa Bay Rays,2026-07-08,18:40,,,,,Yes,Prop,prop,Gerrit Cole Under 5.5 Strikeouts,-138,explicit_american,2,0,No,"Caruso, ChefsBestBets",Caruso,2.4,1.5,score_under_6,sources_2,units_1_to_1_99,strong_support,event started/stale,event_started,Odds: -138,"MLB|New York Yankees @ Tampa Bay Rays|Prop|Gerrit Cole Under 5.5 Strikeouts|18:40|Caruso, ChefsBestBets"
43,stale_started,Started or event time has passed; do not enter from this table.,0.3853,0.36,0.0253,0.3126,4,66,MLB,Philadelphia Phillies @ Cincinnati Reds,2026-07-08,19:00,,,,,Yes,Prop,prop,Chase Burns Over 5.5 Strikeouts,,missing,2,0,Yes,"Mike's Research Bot 1.0, FFMI",Mike's Research Bot 1.0,7.0,2.5,score_7_to_7_99,sources_2,units_2_to_2_99,strong_support,event started/stale,event_started;missing_entry_odds,,"MLB|Philadelphia Phillies @ Cincinnati Reds|Prop|Chase Burns Over 5.5 Strikeouts|19:00|Mike's Research Bot 1.0, FFMI"
44,stale_started,Started or event time has passed; do not enter from this table.,0.3852,0.36,0.0252,0.3126,3,78,WNBA,Golden State Valkyries @ Toronto Tempo,2026-07-08,19:00,,,,,Yes,Prop,prop,Courtney Williams Over 0.5 Double Doubles,200,explicit_american,1,0,No,ExclusiveEnriqueta,ExclusiveEnriqueta,10.0,2.5,score_9_plus,sources_1,units_2_to_2_99,strong_support,event started/stale,event_started,WNBA; Odds: +200,WNBA|Golden State Valkyries @ Toronto Tempo|Prop|Courtney Williams Over 0.5 Double Doubles|19:00|ExclusiveEnriqueta
45,stale_started,Started or event time has passed; do not enter from this table.,0.3852,0.36,0.0252,0.3126,3,78,WNBA,Indiana Fever @ Los Angeles Sparks,2026-07-08,22:00,,,,,Yes,Prop,prop,Nneka Ogwumike Over 8.5 Rebounds,-138,explicit_american,1,0,No,ExclusiveEnriqueta,ExclusiveEnriqueta,10.0,2.0,score_9_plus,sources_1,units_2_to_2_99,strong_support,event started/stale,event_started,WNBA; Odds: -138,WNBA|Indiana Fever @ Los Angeles Sparks|Prop|Nneka Ogwumike Over 8.5 Rebounds|22:00|ExclusiveEnriqueta
46,stale_started,Started or event time has passed; do not enter from this table.,0.3748,0.36,0.0148,0.3126,5,294,MLB,Colorado Rockies @ Los Angeles Dodgers,2026-07-08,22:10,,,,,Yes,Total,total,Over 10,,missing,3,0,No,"Duck Investments, KingCap, Relentless Sports Consulting",Duck Investments,1.3,0.5,score_under_6,sources_3,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,"MLB|Colorado Rockies @ Los Angeles Dodgers|Total|Over 10|22:10|Duck Investments, KingCap, Relentless Sports Consulting"
47,stale_started,Started or event time has passed; do not enter from this table.,0.3744,0.36,0.0144,0.3126,4,212,MLB,New York Yankees @ Tampa Bay Rays,2026-07-08,18:40,,,,,Yes,Prop,prop,Shane McClanahan Over 14.5 Outs,-231,explicit_american,1,0,No,FFMI,FFMI,8.5,0.5,score_8_to_8_99,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -231,MLB|New York Yankees @ Tampa Bay Rays|Prop|Shane McClanahan Over 14.5 Outs|18:40|FFMI
48,stale_started,Started or event time has passed; do not enter from this table.,0.3744,0.36,0.0144,0.3126,4,212,MLB,Toronto Blue Jays @ San Francisco Giants,2026-07-08,15:45,,,,,Yes,Prop,prop,Dylan Cease 6+ Strikeouts Thrown,-310,explicit_american,1,0,No,FFMI,FFMI,8.5,0.5,score_8_to_8_99,sources_1,units_under_1,strong_support,event started/stale,event_started,Odds: -310,MLB|Toronto Blue Jays @ San Francisco Giants|Prop|Dylan Cease 6+ Strikeouts Thrown|15:45|FFMI
49,stale_started,Started or event time has passed; do not enter from this table.,0.3724,0.36,0.0124,0.3126,5,220,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Prop,prop,Jahmai Jones Over 4.5 Hits Allowed,,missing,1,0,No,Matthewp07,Matthewp07,6.1,0.5,score_6_to_6_99,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Oakland Athletics @ Detroit Tigers|Prop|Jahmai Jones Over 4.5 Hits Allowed|18:40|Matthewp07
50,stale_started,Started or event time has passed; do not enter from this table.,0.3724,0.36,0.0124,0.3126,5,220,MLB,Oakland Athletics @ Detroit Tigers,2026-07-08,18:40,,,,,Yes,Prop,prop,Jeffrey Springs Over 15.5 Outs,,missing,1,0,No,Matthewp07,Matthewp07,6.1,0.5,score_6_to_6_99,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,,MLB|Oakland Athletics @ Detroit Tigers|Prop|Jeffrey Springs Over 15.5 Outs|18:40|Matthewp07
51,stale_started,Started or event time has passed; do not enter from this table.,0.3708,0.36,0.0108,0.3126,7,350,MLB,New York Yankees @ Tampa Bay Rays,2026-07-08,18:40,,,,,Yes,Total,total,Under 7.5,-120,explicit_american,2,0,No,"DarthFader, VinnyWins",DarthFader,4.7,0.5,score_under_6,sources_2,units_under_1,strong_support,event started/stale,event_started,Odds: -120,"MLB|New York Yankees @ Tampa Bay Rays|Total|Under 7.5|18:40|DarthFader, VinnyWins"
52,stale_started,Started or event time has passed; do not enter from this table.,0.3692,0.36,0.0092,0.3126,7,354,MLB,Kansas City Royals @ New York Mets,2026-07-08,19:10,,,,,Yes,Total,total,Over 9,-141,explicit_american,2,0,No,"KingCap, KingCap Sports",KingCap,1.0,0.5,score_under_6,sources_2,units_under_1,strong_support,event started/stale,event_started,Odds: -141,"MLB|Kansas City Royals @ New York Mets|Total|Over 9|19:10|KingCap, KingCap Sports"
53,stale_started,Started or event time has passed; do not enter from this table.,0.3662,0.36,0.0062,0.3126,4,177,Soccer,France vs Morocco,,21:00,,,,,Yes,Total,total,Over 2.5,,missing,1,1,No,Soccer Source,Soccer Source,6.4,0.5,score_6_to_6_99,sources_1,units_under_1,strong_support,event started/stale,event_started;missing_entry_odds,QF; Opposed by: ParlaySafari,Soccer|France vs Morocco|Total|Over 2.5|21:00|Soccer Source
